HrRacedate,HrRaceNo,HrRaceIndex,HrFP,HrNo,HrName,HrBrandNo,HrJockey,HrGear,HrComment,HrCoRunningUrComm
2019-09-08,3,13,10,5,開心大師,B222,莫雷拉,TT,居中間位置，走內欄。直路初嚴重受困，接近三百米處時勒避。衝刺僅屬一般。,
2019-09-08,3,13,11,7,紅磚勇士,C304,利敬國,B1/TT,在閘內煩躁不安。在一段途程上受催策，取得領先。跑過三百米處時墮退。必須經閘廂測試及格後，才可再次出賽。,
2019-09-08,3,13,12,3,勁嘉輝,T236,潘明輝,V1,出閘緩慢，其後雖受催策，但被拋離。直路上對催策毫無反應。翌日左前腿不良於行。,
2019-09-08,3,13,13,10,新獵狐者,B389,李寶利,B1/TT-,居中間之後位置。接近六百米處時受催策。直路上對催策毫無反應。,
2019-09-08,3,13,14,11,為您贏,B157,郭能,B-,在催策下居領放馬匹之後位置。沿途受催策。跑過三百米處時大力勒避，包尾大敗而回。,
2019-09-08,3,13,2,13,艦長天下,B096,蔡明紹,B/XB/TT,在一段途程上受催策，居包廂位置。跑過四百米處時受催策，直路上對催策反應甚佳。以短馬頭位之差落敗。,
2019-09-08,3,13,3,1,晴朗拍檔,B071,杜美爾,--,居前列，走內欄。接近四百五十米處時開始推進。直路上以佳勢力拼，衝刺強勁。,
2019-09-08,3,13,4,2,勁飛寶寶,A267,薛恩,--,居中間位置。跑過四百米處時受催策。末段衝刺良佳。,
2019-09-08,3,13,5,12,依斯堅,B028,潘頓,B,出閘笨拙，居後列。入直路時走大外疊。跑過二百米處時追前。,
2019-09-08,3,13,6,6,薪勇,A340,黎海榮,B,居中間之後位置，走內欄。直路上受催策，但僅能保持同速。,
2019-09-08,3,13,7,9,威武風采,B379,黃皓楠,B-/V1,起步時留後。接近六百米處時開始推進。末段保持同速。氣管內有血。,
2019-09-08,3,13,8,14,財帥,B134,希威森,B/H,居中間之前位置。早段及直路初內閃。跑過三百米處時嚴重受阻礙，直路上對催策反應平平。,
2019-09-08,3,13,9,8,駿協精英,V207,沈拿,H/SR,起步時留後。接近六百米處時嘗試推進。直路初內閃及難以策騎。對催策反應平平。,
2019-09-08,4,14,1,3,發財寶,B220,沈拿,B,早段並排領先，過了首三百五十米後單騎領放。入直路後不久帶離逾一個馬位。最後三百米繼續領先相同距離，從容勝出。,
2019-09-08,4,14,10,9,星河戰駒,C245,潘明輝,--,起步後收慢，切入內疊，居包尾位置。首段後落後領放馬六個半馬位，自六百五十米處起受力策。轉直路彎時靠近內欄競跑，未能追前。,
2019-09-08,4,14,11,8,奮鬥揚威,C354,巫顯東,H,出閘不快，居尾三位置。勒避他駒後蹄。最後二百五十米持續墮退。,
2019-09-08,4,14,12,12,話晒事,B239,利敬國,B/TT,受催策上前，向內移入，居中間位置，走第四疊。跑過半程時進一步墮後，其後不久受催策。取得平衡後落後領放馬五個馬位。直路上進一步墮退。,
2019-09-08,4,14,2,6,晨曦飛馬,C351,潘頓,TT1,起步時向內移入，推進至中間位置，在馬匹之間競跑。接近八百米處時一度受擠迫，落後領放馬三個馬位。入直路後奮力追趕，但未能追上輕鬆勝出的頭馬。,
2019-09-08,4,14,3,10,馬功臣,A296,田泰安,B/E/TT,起步後收慢，在馬群之後切入內疊，居尾二位置。入直路時落後五個馬位，其後不久向外移出，最後三百米追前甚多。,
2019-09-08,4,14,4,2,壽臣,C326,郭能,B,展步上前，居領放馬匹之後的好位。入直路時靠近內欄競跑，但未能跟上領放馬。末段以佳勢力拼。,
2019-09-08,4,14,5,4,濃有,C244,梁家俊,--,出閘後前速頗快，上前，首段居領放三駒之後。跑過三百米處時保持緊隨領先馬匹。其後不久未能再增速，末段墮退數個馬位。,
2019-09-08,4,14,6,1,乘勢歡心,C423,楊明綸,--,自大外檔出閘，早段受力策，其後收慢向內移入，居後列。第二段略為多走腳程。入直路時落後甚遠，末段超越數駒。,
2019-09-08,4,14,7,7,醉翁意,C016,薛恩,P1,起步後佔取中間位置，在馬匹之間競跑。跑過八百米處受擠迫時收慢，墮後一個馬位。轉直路彎時移出更外疊，落後領放馬四個馬位。末段毫無表現。,
2019-09-08,4,14,8,11,千里駿駒,C253,蘇狄雄,--,受催策上前，居前列，其後居領放兩駒外側，走第三疊。持續在沒有遮擋下走外疊，轉直路彎時外閃。入直路時落後領放馬兩個馬位，最後三百米未能再增速。,
2019-09-08,4,14,9,5,勁瀟灑,C252,莫雷拉,XB/B1/TT,爭奪領先，過了首三百五十米後收慢，落後領先馬匹半個馬位。轉直路彎後不久，在領放馬加速帶離時受催策。跑過三百米處時再無餘力，最後二百米呈現疲態。,
2019-09-08,5,15,1,8,理想回報,A305,莫雷拉,P2/TT,出閘普通，落後領放馬兩個馬位，走內欄。直路彎走內欄節省腳程。接近四百五十米處時向外移出。衝刺凌厲，勝出賽事。,
2019-09-08,5,15,10,7,驃騎飛,C456,蘇狄雄,--,出閘一般，未能展現前速。居尾列，落後約八個馬位。直路彎仍遙居於後。直路上衝刺乏力。,
2019-09-08,5,15,11,2,一代莊主,C419,沈拿,--,出閘一般，居中間位置，走第三疊，有遮擋。直路彎被帶出更外疊。直路初轉弱。（呼吸聲異常。）,
2019-09-08,5,15,12,10,常山耆寶,A275,黎海榮,P,起步時被碰撞，居後列，走第三疊，有遮擋。直路彎被帶出更外疊。直路初轉弱。,
2019-09-08,5,15,2,5,如真如假,C222,郭能,--,與對手同步出閘，早段受催策上前，居前列，但走外疊。自八百米處起走第二疊。接近五百米處時被碰撞。直路上保持甚佳走勢，跑獲亞軍。,
2019-09-08,5,15,3,1,好運,B376,潘頓,CP-/PC2,起步時向內斜跑，碰撞他駒，居中間位置，走內欄。跑過六百米處後向外移出。直路上追前甚多，跑入季席。,
2019-09-08,5,15,4,9,心所欲,B017,田泰安,XB/TT,起步時向內斜跑，碰撞他駒，居後列，走第二疊。跑過六百米處後走更外疊。直路上追前甚多，跑獲殿軍。,
2019-09-08,5,15,5,11,笑春風,A011,楊明綸,B,出閘迅速，前速快，取得領先。直路彎領先一個馬位。入直路後保持佳勢。接近二百米處時未能再增速，其後轉弱，被超越。,
2019-09-08,5,15,6,4,心慷慨,V394,巫顯東,H-/XB/P2,與對手同步出閘，居中間位置，落後約三個馬位，走第二疊。自六百米處起走更外疊。入直路時落後相同距離。末段走勢平穩。,
2019-09-08,5,15,7,6,君悅灣,P421,陳嘉熙,B/TT,起步時被碰撞，居前列，走內欄。直路彎緊隨領放馬。接近五百米處時碰撞他駒。直路初未能再增速，其後逐漸轉弱。,
2019-09-08,5,15,8,3,天賜寶,V401,薛恩,H,起步時失蹄，未能移入內欄，落後約兩個馬位，走第四疊。跑過接近七百米處後走第三疊，入直路時追近。直路初未能再增速，其後逐漸轉弱。（翌晨左後腿不良於行。）,
2019-09-08,5,15,9,12,協力神駒,B364,蔡明紹,CP,躍出時向上跳躍，居尾列，走內欄。直路彎沿欄略為追近。直路上衝刺乏力。,
2019-09-08,6,16,1,9,天意,V417,田泰安,B,居中間之前位置，走第二疊。保持佳勢，末段力拒對手挑戰，以一馬頭位之先勝出賽事。,
2019-09-08,6,16,10,8,真跑得,A220,貝力斯,H/PC/XB,起步後收慢，沿欄居後列。直路上未能展開挑戰。,
2019-09-08,6,16,11,6,首賞,C255,黃皓楠,B/H/TT,出閘後受力策，居第二疊第二位。接近三百五十米處時收慢，其後無以為繼。,
2019-09-08,6,16,12,3,閃電烈馬,C201,沈拿,--,受催策上前，居領放馬外側。跑過三百五十米處時再無餘力。,
2019-09-08,6,16,13,12,凱旋戰士,C185,希威森,H1,上前，居前列，但沿途走外疊。再無餘力。,
2019-09-08,6,16,14,4,叫座力,B267,利敬國,H/TT,出閘僅屬一般。恢復走勢，沿欄領放。三百米處前轉弱。（見競賽事件報告。）,
2019-09-08,6,16,2,5,都市神話,A086,薛恩,B,居中間稍後位置，走第二疊。上前，末段衝刺強勁。（見競賽事件報告。）,
2019-09-08,6,16,3,1,數糊勇士,B421,潘頓,B/SR,向內移入，居中間位置，走第二疊。持續上前，最後七十五米受妨礙。,
2019-09-08,6,16,4,7,芙蓉莊,B339,史卓豐,V-/B2,居中間之前位置，走內欄。保持同速，但持續上前。,
2019-09-08,6,16,5,11,南莊瑞寶,B428,楊明綸,B/H,居約中間位置，走內欄。保持走勢至終點。,
2019-09-08,6,16,6,14,七寶,B314,蔡明紹,B/TT,居尾列，走第二疊。追前，走勢普通。,
2019-09-08,6,16,7,10,鑽石達人,V341,莫雷拉,V/TT,居中間之後位置，走內欄。保持同速，末段勒避。,
2019-09-08,6,16,8,13,醉開心,B286,潘明輝,P-/E/TT,收慢留居中間之後位置，走第二疊。保持走勢，最後數步收慢。,
2019-09-08,6,16,9,2,舉世無雙,A310,郭能,B/H,起步時與他駒互相碰撞。收慢留居包尾位置，走第二疊。從未推進。,
2019-09-08,7,17,1,8,聰明導彈,C037,潘頓,B/TT,居中間位置。入直路時開始上前。對催策反應良佳，一百米處取得領先，保持佳勢。,
2019-09-08,7,17,10,3,紅心傾,C145,田泰安,B/TT,出閘一般，居最後數位之內。以穩勢力拼，未能構成威脅。接近終點時受阻。,
2019-09-08,7,17,11,9,翹軍,B424,薛恩,--,自大外檔出閘，瞬即留後。直路前仍遙居於後。保持佳勢。初出表現不俗。,
2019-09-08,7,17,12,12,上捕先鋒,C300,希威森,B1,出閘笨拙。對面直路上居第四位，落後領放馬不遠。進入直路時失位，在催策下瞬即力竭。,
2019-09-08,7,17,2,10,德勝門,C375,陳嘉熙,B,出閘笨拙，失地。受催策上前，離開對面直路時取得領先。直路初加速帶離一個馬位。未能保持走勢，一百五十米處被超越。,
2019-09-08,7,17,3,2,巡航導彈,B337,楊明綸,--,出閘迅速，居領放馬稍後位置。轉直路彎時墮居第五位，落後兩個半馬位。入直路後一度受困。三百米處以穩勢力拼，但接近終點時未能保持走勢。（肌腱受傷。）,
2019-09-08,7,17,4,4,安喜,V338,郭能,PC-/B2/TT,居後列，走外疊。儘管一百五十米處被迫轉換跑線，但在催策下走勢良佳，過終點時最為接近。,
2019-09-08,7,17,5,11,赤水神駒,V364,莫雷拉,--,出閘迅速，早段領先。被超越，落後領放馬一個馬位，走內欄。入直路時向外移出，展開挑戰。保持走勢，最後二百米再無餘力。,
2019-09-08,7,17,6,5,太陽威威,C111,李寶利,--,早段受催策，居首數位之內。其後居中間之前第六位。轉直路彎時走外疊。最後二百米在催策下走勢良佳，過終點時最為接近。,
2019-09-08,7,17,7,6,勝利風範,C186,杜美爾,--,自外檔出閘普通。轉直路彎時在外疊上前，追上第二位。入直路時居相若位置，保持同速。（騎師被查詢有關坐騎令人失望的表現。）,
2019-09-08,7,17,8,7,與你同行,C258,黎海榮,TT,出閘稍慢，瞬即恢復走勢，居第七位，落後領放馬約三個馬位，走內欄。趨近直路彎時在他駒後蹄之後收慢。轉直路彎時走內欄節省腳程。在催策下未能加速，保持同速。,
2019-09-08,7,17,9,1,無限商機,C432,史卓豐,H1,自外檔出閘，居後列。轉直路彎時受催策，直路上在跑道中央以佳勢衝刺。（騎師被查詢有關競跑策略。）,
2019-09-08,8,18,1,7,仁者荃心,A157,蔡明紹,--,出閘迅速，跟隨領先馬匹，走內欄。跑過四百米處時望空。加速良佳，一百米處爭奪領先。保持走勢至終點。,
2019-09-08,8,18,10,1,皇龍大將,T400,薛恩,B/TT,自外檔出閘，墮居包尾位置，落後領放馬逾十個馬位。轉直路彎時毫無表現。從未參與競逐。,
2019-09-08,8,18,11,8,上簽,B021,利敬國,B/TT,居中間位置，走第三疊。四百五十米處碰撞對手，自該處起掙扎上前。（騎師表示，坐騎在直路彎失去平衡後動作感覺欠順。）,
2019-09-08,8,18,12,6,赤兔寶駒,A115,李寶利,H/P/XB,留居中間之後位置，沿途走外疊，沒有遮擋。自六百米處起未能跟上。轉弱，包尾大敗而回。（表現難以接受。）,
2019-09-08,8,18,2,3,烽煙四喜,A036,莫雷拉,TT,起步後受催策，保持居中間位置。四百米處落後領放馬四個馬位。保持佳勢，接近終點時取得亞席。過終點時最為接近。,
2019-09-08,8,18,3,11,新力寶,A379,史卓豐,CP,追趕領放馬，走第二疊。跑過二百米處時受催策取得領先。一百米處被頭馬超越。過終點前失去亞席。,
2019-09-08,8,18,4,12,帆哥兒,B089,田泰安,B/H/TT,居第四位，緊隨領放馬。直路上保持穩勢，但始終不敵首三名馬匹。,
2019-09-08,8,18,5,2,怡昌寶寶,C273,潘頓,--,受催策，轉彎前切入內欄領放。三百米處再受催策。二百米處被超越。接近終點時轉弱。（氣管內有血。騎師表示，首次在全天候跑道作賽的坐騎未能應付是賽的壓力。）,
2019-09-08,8,18,6,9,年年旺,C122,梁家俊,B/XB,早段在馬群之後切入，留居中間之後位置。最後三百米保持同速。從未能威脅領先馬匹。,
2019-09-08,8,18,7,5,鑽得勁,A391,陳嘉熙,--,沿途落後領先馬匹不遠，走內欄。受催策，自三百五十米處起被拋離。瞬即再無爭勝機會。,
2019-09-08,8,18,8,10,加州神箭,A417,希威森,H/TT,出閘笨拙，居尾二位置。四百米處落後領放馬逾十個馬位。無甚進展，僅能超越數匹已洩氣的對手。,
2019-09-08,8,18,9,4,精算閃擊,B147,貝力斯,H,自第十二檔出閘，受催策，但未能加速。居中間位置，走大外疊，沒有遮擋。直路上衝刺乏力。,
2019-09-08,9,19,1,8,銀紙,B025,莫雷拉,--,出閘時被碰撞，走第二疊，居中間位置。直路彎落後約六個馬位。直路上受催策，走勢極佳。接近一百米處時取得領先，保持勁勢至終點，以三個馬位之先勝出。,
2019-09-08,9,19,10,3,競駿天驕,B097,潘頓,H/TT,自最外檔出閘後留居後列，走內疊。接近七百米處時跑來搶口。入直路時落後九個馬位。直路上毫無表現。,
2019-09-08,9,19,11,5,魅影揚飛,A354,杜美爾,B,自中檔出閘迅速，但未能切入內疊，在沒遮擋下走第三疊，居中間之後位置。直路彎未能再增速。直路初洩氣。,
2019-09-08,9,19,2,9,夢幻人生,C166,史卓豐,B,出閘普通，居領放馬一至兩個馬位之後的位置，走內欄。直路彎居相若位置。末段衝刺甚佳，過終點時取得亞軍。,
2019-09-08,9,19,3,4,好好利高,C226,薛恩,--,自第一檔出閘迅速，受催策上前，取得領先。中段輕鬆領放。直路初保持極佳走勢。接近一百米處時未能再增速，被超越。瞬即再無餘力，接近終點時失去亞軍。,
2019-09-08,9,19,4,1,真先生,S253,潘明輝,B,起步時向外斜跑，碰撞他駒，沿欄居中間位置。直路彎落後五個馬位。直路初向外移出。直路上略有進展，跑獲殿軍，但未能威脅前三名馬匹。,
2019-09-08,9,19,5,12,步履娛飛,C289,利敬國,TT-,自外檔出閘迅速，受催策上前，走第二疊，居第二位。直路彎落後兩至三個馬位。直路初保持穩勢。接近二百米處時未能再增速，其後逐漸轉弱。,
2019-09-08,9,19,6,6,公証福將,A148,楊明綸,XB/TT,與對手同步出閘，走第二疊，居中間之後位置。入直路時落後八個馬位。直路上略為追前。,
2019-09-08,9,19,7,7,銀河飛馬,C275,蔡明紹,H1/P1,自第九檔出閘後留居中間之後位置，走內欄。直路彎落後七至八個馬位。直路上保持穩勢。,
