race_id,date,venue,race_no,config,surface,distance,going,horse_ratings,prize,race_class,sec_time1,sec_time2,sec_time3,sec_time4,sec_time5,sec_time6,sec_time7,time1,time2,time3,time4,time5,time6,time7,place_combination1,place_combination2,place_combination3,place_combination4,place_dividend1,place_dividend2,place_dividend3,place_dividend4,win_combination1,win_dividend1,win_combination2,win_dividend2
127,1997-07-20,ST,5,C,0,1800,GOOD,60-40,,4,13.97,22.31,24.48,25.27,23.76,,,13.97,36.28,60.76,86.03,109.79,,,10,14,1.0,,16.5,26.5,37.0,,10,51.0,,
128,1997-07-20,ST,6,C,0,1600,GOOD,60-40,,4,24.38,22.84,24.34,24.24,,,,24.38,47.22,71.56,95.8,,,,9,6,1.0,,17.0,13.5,39.5,,9,70.5,,
129,1997-07-20,ST,7,C,0,1000,GOOD,80-60,,3,13.24,21.12,22.56,,,,,13.24,34.36,56.92,,,,,10,7,13.0,,16.0,40.5,13.5,,10,47.0,,
130,1997-07-20,ST,8,C,0,1400,GOOD,80-60,,3,13.75,21.33,24.3,23.17,,,,13.75,35.08,59.38,82.55,,,,12,11,6.0,,32.0,20.5,11.0,,12,154.0,,
131,1997-07-20,ST,9,C,0,1600,GOOD,100-80,,2,24.78,23.52,24.38,22.76,,,,24.78,48.3,72.68,95.44,,,,4,10,8.0,,15.5,17.0,103.5,,4,40.0,,
132,1997-07-20,ST,10,C,0,1600,GOOD,80-60,,3,24.7,23.3,23.72,23.78,,,,24.7,48.0,71.72,95.5,,,,9,1,12.0,,231.0,35.5,32.0,,9,731.0,,
133,1997-07-22,HV,1,C,0,1200,GOOD,40-0,,5,24.32,23.52,24.0,,,,,24.32,47.84,71.84,,,,,10,3,8.0,,16.5,31.5,16.0,,10,48.5,,
134,1997-07-22,HV,2,C,0,1650,GOOD,60-40,,4,27.61,24.28,25.18,24.47,,,,27.61,51.89,77.07,101.54,,,,1,3,9.0,,22.5,20.5,56.5,,1,74.5,,
135,1997-07-22,HV,3,C,0,1200,GOOD,60-40,,4,24.37,23.02,23.43,,,,,24.37,47.39,70.82,,,,,9,3,11.0,,22.0,21.5,13.0,,9,71.0,,
136,1997-07-22,HV,4,C,0,2200,GOOD,80-60,,3,14.09,23.11,25.27,26.16,25.02,24.46,,14.09,37.2,62.47,88.63,113.65,138.11,,6,1,12.0,,32.0,33.5,49.0,,6,103.5,,
137,1997-07-22,HV,5,C,0,1650,GOOD,80-60,,3,28.64,25.05,24.91,23.59,,,,28.64,53.69,78.6,102.19,,,,2,6,3.0,,33.0,20.5,15.5,,2,92.5,,
138,1997-07-22,HV,6,C,0,1200,GOOD,80-60,,3,24.25,22.91,23.39,,,,,24.25,47.16,70.55,,,,,12,7,1.0,,12.0,48.0,21.5,,12,20.0,,
139,1997-07-22,HV,7,C,0,1200,GOOD,100-80,,2,23.95,23.25,23.25,,,,,23.95,47.2,70.45,,,,,4,3,8.0,,13.0,23.5,62.0,,4,26.0,,
140,1997-07-22,HV,8,C,0,1800,GOOD,105-80,,1,13.94,22.97,25.08,24.84,23.71,,,13.94,36.91,61.99,86.83,110.54,,,1,2,8.0,,21.0,19.5,18.0,,1,62.5,,
141,1997-07-26,ST,1,C+3,0,1400,GOOD,40-0,,5,13.7,21.38,24.44,24.36,,,,13.7,35.08,59.52,83.88,,,,7,4,14.0,,37.5,29.0,28.5,,7,135.0,,
142,1997-07-26,ST,2,C+3,0,1000,GOOD,60-40,,4,13.41,21.52,23.44,,,,,13.41,34.93,58.37,,,,,5,3,8.0,,25.0,21.5,130.5,,5,61.5,,
143,1997-07-26,ST,3,C+3,0,1400,GOOD,60-40,,4,13.59,21.72,24.03,23.57,,,,13.59,35.31,59.34,82.91,,,,2,5,1.0,,11.5,32.5,23.5,,2,17.0,,
144,1997-07-26,ST,4,C+3,0,1600,GOOD,40-10,,5,24.61,23.19,24.08,24.49,,,,24.61,47.8,71.88,96.37,,,,3,11,9.0,,40.0,17.0,16.5,,3,138.0,,
145,1997-07-26,ST,5,A,1,1650,GOOD,60-40,,4,27.97,24.0,23.64,24.65,,,,27.97,51.97,75.61,100.26,,,,7,4,2.0,,24.5,27.0,63.0,,7,87.0,,
146,1997-07-26,ST,6,C+3,0,1400,GOOD,60-40,,4,13.59,22.03,24.08,23.18,,,,13.59,35.62,59.7,82.88,,,,8,9,4.0,,14.0,42.5,42.0,,8,35.0,,
147,1997-07-26,ST,7,A,1,1200,GOOD,85-60,,3,22.78,21.89,23.95,,,,,22.78,44.67,68.62,,,,,1,2,12.0,,11.0,31.5,221.5,,1,14.5,,
148,1997-07-26,ST,8,C+3,0,1400,GOOD,80-60,,3,13.53,21.91,23.67,23.79,,,,13.53,35.44,59.11,82.9,,,,2,14,9.0,,26.5,38.0,29.0,,2,87.5,,
149,1997-07-26,ST,9,A,1,1650,GOOD,80-60,,3,28.34,23.03,23.55,24.29,,,,28.34,51.37,74.92,99.21,,,,4,8,7.0,,34.0,16.0,41.0,,4,113.5,,
150,1997-07-26,ST,10,C+3,0,1400,GOOD,110-90,,1,13.56,21.34,23.56,23.72,,,,13.56,34.9,58.46,82.18,,,,9,1,8.0,,130.0,41.0,16.5,,9,511.0,,
151,1997-08-03,ST,1,A,0,1200,GOOD,G,,0,24.05,23.98,22.55,,,,,24.05,48.03,70.58,,,,,3,4,6.0,,10.5,13.0,22.0,,3,18.0,,
152,1997-08-03,ST,2,A,0,1200,GOOD,60-40,,4,23.64,23.59,22.92,,,,,23.64,47.23,70.15,,,,,4,12,8.0,,12.0,77.0,64.5,,4,24.5,,
153,1997-08-03,ST,3,A,0,1200,GOOD,80-60,,3,23.94,22.67,23.17,,,,,23.94,46.61,69.78,,,,,10,7,6.0,,74.0,17.0,13.0,,10,255.5,,
154,1997-08-03,ST,4,A,0,1600,GOOD,60-40,,4,25.08,23.47,24.45,23.58,,,,25.08,48.55,73.0,96.58,,,,11,10,14.0,,41.0,14.5,136.5,,11,154.5,,
155,1997-08-03,ST,5,A,0,2000,GOOD,60-40,,4,26.34,24.55,25.2,24.19,24.06,,,26.34,50.89,76.09,100.28,124.34,,,10,12,4.0,,16.5,16.5,22.5,,10,38.0,,
156,1997-08-03,ST,6,A,0,1800,GOOD,80-60,,3,13.86,22.84,24.28,24.98,22.81,,,13.86,36.7,60.98,85.96,108.77,,,14,6,1.0,7.0,24.0,21.5,25.5,10.1,14,75.0,,
157,1997-08-03,ST,7,A,0,1400,GOOD,95-75,,2,13.56,22.14,23.83,22.76,,,,13.56,35.7,59.53,82.29,,,,3,6,2.0,,13.0,81.0,14.0,,3,25.5,,
158,1997-08-03,ST,8,A,0,2000,GOOD,G,,12,27.0,24.8,24.05,23.81,22.75,,,27.0,51.8,75.85,99.66,122.41,,,1,7,6.0,,10.1,26.0,14.5,,1,13.0,,
159,1997-08-03,ST,9,A,0,1600,GOOD,105-80,,1,24.59,23.02,23.62,22.93,,,,24.59,47.61,71.23,94.16,,,,12,3,14.0,,23.5,17.0,80.0,,12,71.0,,
160,1997-08-03,ST,10,A,0,1400,GOOD,80-60,,3,13.67,22.28,24.38,22.64,,,,13.67,35.95,60.33,82.97,,,,1,9,14.0,,12.5,25.5,309.0,,1,20.5,,
161,1997-08-03,ST,11,A,0,1200,GOOD,100-80,,2,23.52,22.25,23.35,,,,,23.52,45.77,69.12,,,,,10,2,8.0,,12.5,27.0,251.5,,10,17.5,,
162,1997-08-06,HV,1,A,0,1000,GOOD,40-10,,5,12.8,21.84,24.0,,,,,12.8,34.64,58.64,,,,,7,8,3.0,,17.0,30.0,26.5,,7,54.5,,
163,1997-08-06,HV,2,A,0,1200,GOOD,60-40,,4,23.88,23.66,23.52,,,,,23.88,47.54,71.06,,,,,12,9,4.0,,93.5,13.5,68.5,,12,256.0,,
164,1997-08-06,HV,3,A,0,1200,GOOD,60-40,,4,23.84,24.39,23.61,,,,,23.84,48.23,71.84,,,,,7,1,8.0,,30.5,15.5,54.5,,7,127.5,,
165,1997-08-06,HV,4,A,0,1800,GOOD,40-10,,5,13.77,22.33,24.78,26.06,25.1,,,13.77,36.1,60.88,86.94,112.04,,,5,4,2.0,,66.5,43.0,31.5,,5,251.5,,
166,1997-08-06,HV,5,A,0,1650,GOOD,60-40,,4,28.53,25.34,24.53,23.9,,,,28.53,53.87,78.4,102.3,,,,2,8,11.0,,17.0,12.0,63.0,,2,45.5,,
167,1997-08-06,HV,6,A,0,1650,GOOD,85-60,,3,27.91,24.8,24.88,23.68,,,,27.91,52.71,77.59,101.27,,,,5,8,4.0,,13.0,23.5,26.0,,5,23.0,,
168,1997-08-06,HV,7,A,0,1000,GOOD,85-60,,3,12.41,21.53,23.59,,,,,12.41,33.94,57.53,,,,,4,5,11.0,,15.0,47.5,26.5,,4,52.0,,
169,1997-08-06,HV,8,A,0,1650,GOOD,80-60,,3,28.06,24.62,25.36,24.08,,,,28.06,52.68,78.04,102.12,,,,12,1,4.0,,19.0,29.5,29.5,,12,43.0,,
170,1997-08-10,ST,1,B,0,1200,GOOD,40-15,,5,23.89,22.81,23.71,,,,,23.89,46.7,70.41,,,,,6,10,14.0,,63.5,34.5,33.5,,6,207.5,,
171,1997-08-10,ST,2,A,1,1650,GOOD,40-0,,5,28.38,23.7,25.02,23.69,,,,28.38,52.08,77.1,100.79,,,,1,3,13.0,,39.0,21.5,58.0,,1,97.5,,
172,1997-08-10,ST,3,B,0,1200,GOOD,60-40,,4,24.52,23.27,22.85,,,,,24.52,47.79,70.64,,,,,1,5,11.0,,12.5,74.5,62.5,,1,25.0,,
173,1997-08-10,ST,4,B,0,2000,GOOD,105-80,,1,26.25,24.8,25.77,23.94,22.46,,,26.25,51.05,76.82,100.76,123.22,,,5,3,2.0,,24.5,14.0,29.0,,5,100.0,,
174,1997-08-10,ST,5,B,0,1400,GOOD,60-40,,4,13.5,21.62,23.14,23.85,,,,13.5,35.12,58.26,82.11,,,,6,1,14.0,,22.5,11.5,130.5,,6,112.5,,
175,1997-08-10,ST,6,B,0,1600,GOOD,80-60,,3,24.34,24.02,23.86,23.16,,,,24.34,48.36,72.22,95.38,,,,3,13,7.0,,28.5,28.5,30.0,,3,75.0,,
176,1997-08-10,ST,7,A,1,1650,GOOD,105-80,,1,27.92,23.58,23.94,23.4,,,,27.92,51.5,75.44,98.84,,,,6,9,7.0,,14.0,25.5,15.5,,6,29.0,,
177,1997-08-10,ST,8,B,0,1600,GOOD,G,,12,25.19,22.86,22.55,22.68,,,,25.19,48.05,70.6,93.28,,,,3,7,1.0,,15.0,22.5,11.0,,3,54.5,,
178,1997-08-10,ST,9,B,0,1200,GOOD,G,,12,23.16,22.33,22.71,,,,,23.16,45.49,68.2,,,,,4,2,6.0,,25.0,15.5,16.5,,4,69.5,,
179,1997-08-10,ST,10,B,0,1200,GOOD,80-60,,3,24.22,22.52,22.98,,,,,24.22,46.74,69.72,,,,,12,2,11.0,,13.0,118.5,82.5,,12,31.5,,
180,1997-08-10,ST,11,B,0,1400,GOOD,80-60,,3,13.64,22.06,23.66,23.05,,,,13.64,35.7,59.36,82.41,,,,12,8,9.0,,26.5,51.5,22.5,,12,81.0,,
181,1997-08-13,HV,1,C,0,1650,GOOD,40-0,,5,27.95,25.16,25.55,23.91,,,,27.95,53.11,78.66,102.57,,,,7,8,12.0,,21.5,19.5,27.5,,7,55.5,,
182,1997-08-13,HV,2,C,0,1650,GOOD,60-40,,4,28.8,24.56,24.0,24.15,,,,28.8,53.36,77.36,101.51,,,,6,5,1.0,,25.0,25.5,28.5,,6,77.5,,
183,1997-08-13,HV,3,C,0,1000,GOOD,60-40,,4,13.02,21.53,23.7,,,,,13.02,34.55,58.25,,,,,11,10,3.0,,113.0,21.0,26.0,,11,365.0,,
184,1997-08-13,HV,4,C,0,1800,GOOD,60-40,,4,13.77,22.92,24.72,25.16,24.63,,,13.77,36.69,61.41,86.57,111.2,,,6,11,8.0,,22.0,39.5,15.5,,6,73.5,,
185,1997-08-13,HV,5,C,0,1200,GOOD,80-60,,3,23.78,23.22,23.6,,,,,23.78,47.0,70.6,,,,,5,2,9.0,,14.0,83.0,17.5,,5,24.5,,
186,1997-08-13,HV,6,C,0,1200,GOOD,80-60,,3,24.31,23.25,23.03,,,,,24.31,47.56,70.59,,,,,7,12,10.0,,21.0,16.0,56.5,,7,59.0,,
187,1997-08-13,HV,7,C,0,1650,GOOD,80-60,,3,27.88,25.74,24.23,23.58,,,,27.88,53.62,77.85,101.43,,,,2,3,7.0,,17.5,26.5,52.5,,2,47.0,,
188,1997-08-13,HV,8,C,0,1200,GOOD,100-80,,2,23.67,22.52,23.5,,,,,23.67,46.19,69.69,,,,,10,11,8.0,,27.0,88.0,22.0,,10,79.0,,
189,1997-08-17,ST,1,C,0,1000,GOOD TO FIRM,60-40,,4,13.72,21.33,22.51,,,,,13.72,35.05,57.56,,,,,10,1,14.0,,14.0,12.5,36.0,,10,30.5,,
190,1997-08-17,ST,2,C,0,1400,GOOD TO FIRM,40-15,,5,13.56,21.25,24.24,23.92,,,,13.56,34.81,59.05,82.97,,,,1,3,5.0,,10.1,43.5,37.5,,1,18.0,,
191,1997-08-17,ST,3,C,0,1400,GOOD TO FIRM,60-40,,4,13.55,21.44,24.31,23.78,,,,13.55,34.99,59.3,83.08,,,,3,8,1.0,,14.0,24.0,89.5,,3,35.0,,
192,1997-08-17,ST,4,C,0,1800,GOOD TO FIRM,80-60,,3,13.91,22.25,24.0,24.08,23.89,,,13.91,36.16,60.16,84.24,108.13,,,2,10,3.0,,21.0,25.5,28.0,,2,63.5,,
193,1997-08-17,ST,5,C,0,1800,GOOD TO FIRM,60-40,,4,13.84,22.03,24.31,25.0,23.89,,,13.84,35.87,60.18,85.18,109.07,,,7,2,11.0,,36.5,15.5,21.0,,7,118.0,,
194,1997-08-17,ST,6,C,0,1000,GOOD TO FIRM,80-60,,3,13.45,21.33,22.35,,,,,13.45,34.78,57.13,,,,,4,1,10.0,,29.5,12.5,48.5,,4,103.0,,
195,1997-08-17,ST,7,C,0,1400,GOOD TO FIRM,80-60,,3,13.77,21.27,23.61,23.2,,,,13.77,35.04,58.65,81.85,,,,6,10,4.0,,12.0,14.0,14.5,,6,23.5,,
196,1997-08-17,ST,8,C,0,1400,GOOD TO FIRM,115-90,,1,13.78,22.17,23.5,22.66,,,,13.78,35.95,59.45,82.11,,,,13,6,2.0,,24.5,24.5,136.0,,13,106.0,,
197,1997-08-17,ST,9,C,0,1400,GOOD TO FIRM,80-60,,3,13.78,22.75,23.64,23.0,,,,13.78,36.53,60.17,83.17,,,,4,14,13.0,,12.0,27.0,24.5,,4,20.0,,
198,1997-08-17,ST,10,C,0,1600,GOOD TO FIRM,100-75,,2,24.53,24.3,24.0,22.77,,,,24.53,48.83,72.83,95.6,,,,13,8,4.0,,15.0,30.0,16.0,,13,46.5,,
199,1997-08-20,HV,1,C+3,0,2200,GOOD,40-0,,5,14.27,23.22,25.47,26.64,26.12,24.18,,14.27,37.49,62.96,89.6,115.72,139.9,,3,11,8.0,,16.0,57.0,18.0,,3,35.0,,
200,1997-08-20,HV,2,C+3,0,1200,GOOD,60-40,,4,24.12,22.88,23.54,,,,,24.12,47.0,70.54,,,,,10,4,8.0,,17.0,15.5,71.0,,10,57.5,,
201,1997-08-20,HV,3,C+3,0,1000,GOOD,60-40,,4,12.92,21.72,22.85,,,,,12.92,34.64,57.49,,,,,2,1,4.0,,15.0,26.5,18.5,,2,41.5,,
202,1997-08-20,HV,4,C+3,0,1650,GOOD,60-40,,4,28.56,24.67,26.44,23.29,,,,28.56,53.23,79.67,102.96,,,,5,9,11.0,,23.0,30.5,93.0,,5,69.0,,
203,1997-08-20,HV,5,C+3,0,1650,GOOD,60-40,,4,28.86,24.86,25.92,22.94,,,,28.86,53.72,79.64,102.58,,,,5,2,3.0,,13.5,47.0,28.0,,5,31.0,,
204,1997-08-20,HV,6,C+3,0,1000,GOOD,80-60,,3,12.84,22.22,22.73,,,,,12.84,35.06,57.79,,,,,12,8,2.0,,33.0,90.5,27.0,,12,99.0,,
205,1997-08-20,HV,7,C+3,0,1650,GOOD,80-60,,3,27.19,24.31,24.84,24.35,,,,27.19,51.5,76.34,100.69,,,,2,6,10.0,,60.5,26.5,19.0,,2,286.0,,
206,1997-08-20,HV,8,C+3,0,1650,GOOD,95-75,,2,28.25,24.06,24.47,23.78,,,,28.25,52.31,76.78,100.56,,,,3,9,8.0,,35.0,61.0,26.5,,3,135.0,,
207,1997-08-23,ST,1,C+3,0,1400,GOOD,G,,0,13.7,21.61,23.48,23.34,,,,13.7,35.31,58.79,82.13,,,,4,1,9.0,,10.5,55.5,59.0,,4,15.0,,
208,1997-08-23,ST,2,A,1,1200,GOOD,40-0,,5,23.41,22.66,23.98,,,,,23.41,46.07,70.05,,,,,3,12,7.0,,29.0,18.5,36.0,,3,108.0,,
209,1997-08-23,ST,3,A,1,1200,GOOD,60-40,,4,23.91,22.72,23.77,,,,,23.91,46.63,70.4,,,,,8,7,3.0,,13.5,38.0,26.5,,8,37.0,,
210,1997-08-23,ST,4,A,1,1800,GOOD,65-40,,4,14.09,23.12,23.62,24.62,23.8,,,14.09,37.21,60.83,85.45,109.25,,,9,1,11.0,,15.5,46.5,27.5,,9,41.5,,
211,1997-08-23,ST,5,A,1,1200,GOOD,80-60,,3,23.42,22.23,24.11,,,,,23.42,45.65,69.76,,,,,7,1,12.0,,29.5,35.0,17.5,,7,95.5,,
212,1997-08-23,ST,6,C+3,0,1400,GOOD,65-40,,4,13.58,21.73,23.78,23.79,,,,13.58,35.31,59.09,82.88,,,,13,12,3.0,,37.0,16.5,38.5,,13,137.5,,
213,1997-08-23,ST,7,A,1,1200,GOOD,80-60,,3,24.02,22.41,23.14,,,,,24.02,46.43,69.57,,,,,4,2,8.0,,45.5,26.0,21.5,,4,135.5,,
214,1997-08-23,ST,8,A,1,1200,GOOD,100-80,,2,23.45,22.12,23.01,,,,,23.45,45.57,68.58,,,,,4,7,9.0,,12.5,16.5,33.5,,4,16.5,,
215,1997-08-23,ST,9,A,1,1650,GOOD,80-60,,3,28.16,24.2,23.89,23.51,,,,28.16,52.36,76.25,99.76,,,,6,13,10.0,,24.5,63.5,91.5,,6,76.0,,
216,1997-08-23,ST,10,C+3,0,1400,GOOD,95-75,,2,13.8,21.7,23.75,23.16,,,,13.8,35.5,59.25,82.41,,,,6,13,14.0,,69.5,93.5,205.0,,6,373.0,,
217,1997-08-27,HV,1,A,0,1650,GOOD,40-15,,5,27.75,24.41,25.56,24.44,,,,27.75,52.16,77.72,102.16,,,,4,2,7.0,,26.0,18.5,20.5,,4,73.5,,
218,1997-08-27,HV,2,A,0,2200,GOOD,80-60,,3,14.28,23.83,24.59,26.06,24.94,24.09,,14.28,38.11,62.7,88.76,113.7,137.79,,9,3,5.0,,42.0,32.0,19.5,,9,125.5,,
219,1997-08-27,HV,3,A,0,1650,GOOD,60-40,,4,27.66,23.72,24.19,25.28,,,,27.66,51.38,75.57,100.85,,,,3,11,2.0,,43.0,18.5,24.0,,3,147.5,,
220,1997-08-27,HV,4,A,0,1200,GOOD,60-40,,4,23.97,23.27,23.5,,,,,23.97,47.24,70.74,,,,,3,9,5.0,,31.0,41.5,55.0,,3,104.0,,
221,1997-08-27,HV,5,A,0,1800,GOOD,60-40,,4,13.89,22.77,25.47,25.19,24.07,,,13.89,36.66,62.13,87.32,111.39,,,8,10,7.0,,31.5,15.5,19.5,,8,125.0,,
222,1997-08-27,HV,6,A,0,1200,GOOD,80-60,,3,23.77,22.59,23.78,,,,,23.77,46.36,70.14,,,,,8,6,2.0,,28.5,59.5,15.5,,8,85.5,,
223,1997-08-27,HV,7,A,0,1650,GOOD,80-60,,3,28.81,24.45,25.0,23.51,,,,28.81,53.26,78.26,101.77,,,,5,9,7.0,,15.0,15.5,18.0,,5,33.5,,
224,1997-08-27,HV,8,A,0,1800,GOOD,105-80,,1,13.36,22.62,25.7,25.64,23.38,,,13.36,35.98,61.68,87.32,110.7,,,3,9,1.0,,15.0,28.0,15.0,,3,30.0,,
225,1997-08-31,ST,1,A,0,1400,GOOD,120-95,,1,13.69,22.36,22.91,22.91,,,,13.69,36.05,58.96,81.87,,,,2,3,1.0,,11.0,17.5,15.0,,2,25.0,,
226,1997-08-31,ST,2,A,0,1200,GOOD,80-60,,3,23.61,22.56,22.85,,,,,23.61,46.17,69.02,,,,,3,6,11.0,,16.5,33.5,14.0,,3,50.5,,
227,1997-08-31,ST,3,A,0,1200,GOOD,100-80,,2,24.08,22.61,22.73,,,,,24.08,46.69,69.42,,,,,1,5,3.0,,12.5,98.5,19.5,,1,18.5,,
228,1997-08-31,ST,4,A,0,2400,GOOD,G,,11,27.27,25.31,25.58,24.62,23.08,23.28,,27.27,52.58,78.16,102.78,125.86,149.14,,1,6,11.0,,12.0,23.0,15.5,,1,23.0,,
229,1997-08-31,ST,5,A,0,1200,GOOD,G,,11,23.52,22.33,22.83,,,,,23.52,45.85,68.68,,,,,12,6,1.0,,136.0,18.5,11.5,,12,679.0,,
230,1997-08-31,ST,6,A,0,1400,GOOD,80-60,,3,13.44,21.17,23.05,24.14,,,,13.44,34.61,57.66,81.8,,,,2,5,4.0,,32.0,36.0,16.5,,2,83.0,,
231,1997-08-31,ST,7,A,0,1600,GOOD,G,,11,24.34,22.22,23.03,23.12,,,,24.34,46.56,69.59,92.71,,,,1,8,7.0,,15.5,49.0,25.0,,1,44.5,,
232,1997-08-31,ST,8,A,0,2000,GOOD,G,,11,26.56,23.72,23.53,23.91,23.2,,,26.56,50.28,73.81,97.72,120.92,,,1,5,3.0,,16.0,27.5,77.0,,1,59.5,,
233,1997-08-31,ST,9,A,0,1600,GOOD,80-60,,3,25.3,23.19,23.72,22.94,,,,25.3,48.49,72.21,95.15,,,,4,9,14.0,,13.5,24.5,14.5,,4,26.0,,
234,1997-08-31,ST,10,A,0,1600,GOOD,105-80,,1,24.52,22.33,23.66,23.74,,,,24.52,46.85,70.51,94.25,,,,1,4,7.0,,175.5,12.5,186.5,,1,836.0,,
235,1997-09-03,HV,1,B,0,1200,GOOD,40-0,,5,24.11,22.95,23.64,,,,,24.11,47.06,70.7,,,,,3,1,7.0,,26.5,12.0,105.5,,3,75.0,,
236,1997-09-03,HV,2,B,0,1650,GOOD,60-40,,4,27.84,25.2,24.83,23.76,,,,27.84,53.04,77.87,101.63,,,,6,10,8.0,,26.5,21.0,30.0,,6,80.0,,
237,1997-09-03,HV,3,B,0,1200,GOOD,60-40,,4,24.34,24.39,23.12,,,,,24.34,48.73,71.85,,,,,12,8,7.0,,42.0,34.0,21.0,,12,131.0,,
238,1997-09-03,HV,4,B,0,1650,GOOD,60-40,,4,28.14,24.02,25.08,23.86,,,,28.14,52.16,77.24,101.1,,,,5,10,8.0,,36.5,46.0,30.0,,5,154.5,,
239,1997-09-03,HV,5,B,0,1200,GOOD,80-60,,3,23.89,22.95,23.38,,,,,23.89,46.84,70.22,,,,,10,8,12.0,,32.5,14.0,78.5,,10,118.0,,
240,1997-09-03,HV,6,B,0,1200,GOOD,80-60,,3,23.88,23.49,23.02,,,,,23.88,47.37,70.39,,,,,9,5,11.0,,12.5,29.5,22.5,,9,32.5,,
241,1997-09-03,HV,7,B,0,1000,GOOD,105-80,,1,12.86,21.56,22.83,,,,,12.86,34.42,57.25,,,,,7,6,10.0,,21.0,34.5,98.0,,7,68.0,,
242,1997-09-03,HV,8,B,0,1650,GOOD,85-60,,3,27.94,23.55,25.55,23.92,,,,27.94,51.49,77.04,100.96,,,,3,9,8.0,,44.5,36.0,26.5,,3,133.5,,
243,1997-09-06,ST,1,C+3,0,1000,GOOD,60-40,,4,13.55,21.05,22.0,,,,,13.55,34.6,56.6,,,,,8,1,2.0,,34.5,18.0,16.0,,8,76.5,,
244,1997-09-06,ST,2,C+3,0,1600,GOOD TO FIRM,40-10,,5,24.22,22.39,24.72,24.62,,,,24.22,46.61,71.33,95.95,,,,2,1,12.0,,13.0,31.0,30.5,,2,24.0,,
245,1997-09-06,ST,3,C+3,0,1400,GOOD TO FIRM,40-0,,5,13.66,21.99,23.7,23.83,,,,13.66,35.65,59.35,83.18,,,,9,12,5.0,,75.0,90.5,15.5,,9,282.5,,
246,1997-09-06,ST,4,C+3,0,1600,GOOD TO FIRM,60-40,,4,25.16,23.64,23.2,23.37,,,,25.16,48.8,72.0,95.37,,,,12,10,7.0,,61.5,14.0,28.0,,12,160.5,,
247,1997-09-06,ST,5,C+3,0,1000,GOOD TO FIRM,80-60,,3,13.59,20.8,21.96,,,,,13.59,34.39,56.35,,,,,9,8,14.0,,30.5,12.0,26.0,,9,93.5,,
248,1997-09-06,ST,6,C+3,0,1400,GOOD TO FIRM,60-40,,4,13.64,21.66,23.44,23.32,,,,13.64,35.3,58.74,82.06,,,,9,13,12.0,,18.5,14.0,50.5,,9,40.5,,
249,1997-09-06,ST,7,C+3,0,1800,GOOD TO FIRM,80-60,,3,13.75,22.97,25.09,23.67,23.03,,,13.75,36.72,61.81,85.48,108.51,,,10,7,4.0,,46.0,17.0,16.5,,10,155.0,,
250,1997-09-06,ST,8,C+3,0,1400,GOOD TO FIRM,100-80,,2,13.77,22.0,23.56,22.66,,,,13.77,35.77,59.33,81.99,,,,4,1,5.0,,24.0,39.5,20.5,,4,104.0,,
251,1997-09-06,ST,9,C+3,0,1800,GOOD TO FIRM,100-80,,2,13.88,22.67,24.92,24.45,22.61,,,13.88,36.55,61.47,85.92,108.53,,,5,11,6.0,,21.0,15.5,50.5,,5,60.5,,
252,1997-09-06,ST,10,C+3,0,1400,GOOD TO FIRM,80-60,,3,13.47,21.74,23.2,23.5,,,,13.47,35.21,58.41,81.91,,,,6,2,3.0,,14.0,18.5,50.5,,6,23.0,,
253,1997-09-14,ST,1,A+3,0,1200,GOOD TO FIRM,40-10,,5,23.84,22.61,24.16,,,,,23.84,46.45,70.61,,,,,12,5,9.0,,13.5,32.0,27.5,,12,33.0,,
254,1997-09-14,ST,2,A+3,0,1200,GOOD TO FIRM,60-40,,4,24.11,23.58,23.09,,,,,24.11,47.69,70.78,,,,,10,9,6.0,,18.5,35.0,92.0,,10,62.5,,
255,1997-09-14,ST,3,A,1,1650,GOOD,60-40,,4,28.06,23.39,24.12,23.73,,,,28.06,51.45,75.57,99.3,,,,10,5,7.0,,17.5,222.0,29.0,,10,47.0,,
256,1997-09-14,ST,4,A+3,0,1800,GOOD TO FIRM,40-0,,5,14.08,22.83,24.36,24.92,24.02,,,14.08,36.91,61.27,86.19,110.21,,,9,5,4.0,,15.5,20.0,27.0,,9,39.0,,
257,1997-09-14,ST,5,A+3,0,1600,GOOD TO FIRM,60-40,,4,24.47,22.7,24.58,23.6,,,,24.47,47.17,71.75,95.35,,,,7,2,6.0,,33.5,25.5,44.0,,7,114.5,,
258,1997-09-14,ST,6,A+3,0,2000,GOOD TO FIRM,60-40,,4,26.31,24.95,24.86,23.64,24.04,,,26.31,51.26,76.12,99.76,123.8,,,8,9,12.0,,155.5,99.0,34.0,,8,447.5,,
259,1997-09-14,ST,7,A+3,0,1400,GOOD TO FIRM,80-60,,3,13.41,21.72,23.31,24.11,,,,13.41,35.13,58.44,82.55,,,,6,14,12.0,,38.0,22.5,56.5,,6,146.5,,
260,1997-09-14,ST,8,A,1,1650,GOOD,105-80,,1,27.94,23.0,23.49,24.0,,,,27.94,50.94,74.43,98.43,,,,1,13,9.0,,47.0,38.5,16.5,,1,181.5,,
261,1997-09-14,ST,9,A+3,0,1200,GOOD TO FIRM,80-60,,3,23.67,22.42,23.27,,,,,23.67,46.09,69.36,,,,,3,4,8.0,,26.0,12.0,36.5,,3,104.0,,
